timestamp,ax,ay,az,gx,gy,gz,raw_pressure,lat,lng,gps_speed
1804,2.8951945478667986,8.714576371497607,9.620163404940357,0.0,0.0,0.0,537,42.8949350401507,47.62067074279437,2.88641425389755
1904,1.3165676569100344,-1.2288840287400191,13.049734001657871,0.0,0.0,0.0,507,42.89492780551383,47.62068878664946,3.046770601336303
2004,9.170982914470539,1.1328733501516624,9.258555782377186,0.0,0.0,0.0,535,42.89492022011463,47.62070560334564,3.207126948775056
2104,1.2221489669069512,9.27379703659478,9.82990587301887,0.0,0.0,0.0,545,42.89491229017243,47.62072115066252,3.3674832962138086
2204,4.067293915598633,5.274125623291157,8.373345806953171,0.0,0.0,0.0,526,42.89490402218909,47.62073538956666,3.527839643652561
2305,-1.6900221709680903,8.420373808975226,10.058429082671342,0.0,0.0,0.0,535,42.89489542294361,47.62074828430954,3.688195991091314
2405,3.4469253083623066,13.30610644325193,11.35279514442034,0.0,0.0,0.0,503,42.89488649948661,47.62075980251733,3.848552338530067
2505,6.997965474272309,8.6469138787258,12.1969551045867,0.0,0.0,0.0,481,42.894877259134525,47.62076991527214,4.008908685968819
2605,3.4707613345999047,8.762094634246063,7.108276961238474,0.0,0.0,0.0,511,42.894867709463625,47.620778597184675,4.169265033407572
2706,3.540311415106566,10.397057603979489,8.40936281340529,0.0,0.0,0.0,548,42.89485785830378,47.62078582645791,4.3296213808463255
2806,1.02488858215452,4.325491335550962,8.85156038682101,0.0,0.0,0.0,543,42.89484771373206,47.620791584941884,4.489977728285078
2906,0.9988080087290796,9.068576247790544,9.45078121937051,0.0,0.0,0.0,508,42.894837284066114,47.6207958581792,4.650334075723831
3006,0.652154091271729,10.151753612581384,11.11425007215898,0.0,0.0,0.0,497,42.89482657785734,47.62079863544138,4.810690423162583
3106,4.130390565618409,10.549161449201792,14.59380534671938,0.0,0.0,0.0,518,42.89481560388386,47.62079990975576,4.971046770601337
3207,6.341736988505735,3.6729493069209243,10.841791323094052,0.0,0.0,0.0,493,42.89480437114337,47.620799677923024,5.131403118040089
3307,3.9901737211144597,5.98276314268875,8.775451750776076,0.0,0.0,0.0,498,42.894792888845714,47.620797940525215,5.291759465478842
3407,1.747767311959207,13.966048578787579,7.69355221376285,0.0,0.0,0.0,551,42.89478116640534,47.62079470192428,5.452115812917595
3507,-1.7563103213301468,12.910697865412914,9.965675530401061,0.0,0.0,0.0,519,42.8947692134336,47.62078997025113,5.612472160356347
3608,4.418712392984599,8.240757335624371,13.693768193515812,0.0,0.0,0.0,508,42.89475703973088,47.62078375738521,5.7728285077951
3708,3.4808036526340143,3.1754578204929924,12.47586627342207,0.0,0.0,0.0,498,42.894744655278515,47.62077607892468,5.933184855233852
3808,2.6579580016720774,6.616650623965716,11.032524579279846,0.0,0.0,0.0,522,42.89473207023066,47.62076695414726,6.093541202672606
3908,0.23993196562246455,4.388784131706343,9.17511059806802,0.0,0.0,0.0,552,42.894719294905926,47.620756405961814,6.2538975501113585
4008,1.6607653714673334,15.936367940392387,10.264247533620475,0.0,0.0,0.0,552,42.89470633977894,47.62074446085088,6.414253897550112
4109,-0.5617197830494112,1.6641795247553457,7.50128281494486,0.0,0.0,0.0,508,42.894693215471754,47.620731148804104,6.574610244988865
4209,-0.6805432467593774,5.430747554208614,10.8144667134543,0.0,0.0,0.0,534,42.89467993274513,47.620716503243024,6.734966592427617
4309,-5.364039614192541,10.885809665443775,10.448883269040424,0.0,0.0,0.0,531,42.894666502489706,47.620700560937124,6.89532293986637
4409,0.4501725985963611,10.035572727005237,9.414788182222921,0.0,0.0,0.0,534,42.894652935717104,47.62068336191151,7.055679287305122
4510,0.6832844323484177,8.527790563217524,8.03961000053651,0.0,0.0,0.0,513,42.89463924355086,47.620664949346455,7.216035634743875
4610,0.033578209021261324,10.99137800760133,10.148209086007114,0.0,0.0,0.0,524,42.894625437217336,47.62064536946897,7.376391982182628
4710,1.7929756753558086,8.274857198572953,10.779733157827474,0.0,0.0,0.0,516,42.89461152803649,47.62062467143673,7.53674832962138
4810,1.1594457641769025,11.56661651440358,6.730870394930791,0.0,0.0,0.0,542,42.89459752741261,47.62060290721469,7.697104677060134
4910,1.7232359670451585,9.74796062011891,11.58153505774914,0.0,0.0,0.0,505,42.894583446824946,47.62058013144461,7.857461024498886
5011,-1.7192713478775778,6.03972315513313,14.114167511660593,0.0,0.0,0.0,537,42.894569297818336,47.62055640130785,8.017817371937639
5111,-0.3877169136528222,6.079304092202681,7.830899120090501,0.0,0.0,0.0,531,42.8945550919937,47.62053177638184,8.178173719376392
5211,3.074409069406037,11.40172626079483,11.048060723917342,0.0,0.0,0.0,546,42.89454084099855,47.62050631849047,8.338530066815144
5311,-2.7830778194772847,12.702333290705278,10.475069421273618,0.0,0.0,0.0,547,42.89452655651743,47.62048009154891,8.498886414253898
5412,-0.5654769191028302,4.384560932600112,7.993664727165415,0.0,0.0,0.0,507,42.89451225026232,47.62045316140313,8.659242761692651
5512,-1.6728147780739049,2.5770291957002556,12.278200019344094,0.0,0.0,0.0,551,42.8944979339631,47.62042559566454,8.819599109131405
5612,-4.233622220965922,-3.70815440700834,9.107347750494622,0.0,0.0,0.0,541,42.89448361935785,47.62039746354034,8.979955456570156
5712,-3.2715778799978743,3.0134300824926314,9.22285040892453,0.0,0.0,0.0,544,42.894469318183255,47.62036883565967,9.14031180400891
5812,-4.383048127231991,4.949397315159871,6.593383718046402,0.0,0.0,0.0,524,42.89445504216502,47.620339783896334,9.300668151447661
5913,-4.456502488699064,-0.6786390862977387,12.3771818851725,0.0,0.0,0.0,529,42.89444080300819,47.62031038118836,9.461024498886415
6013,-0.824912190746051,3.1057115661900925,9.384073912119424,0.0,0.0,0.0,507,42.89442661238761,47.62028070135486,9.621380846325167
6113,-0.7067766434497069,-3.2493697530315213,8.286678494975078,0.0,0.0,0.0,531,42.894412481938325,47.6202508189107,9.78173719376392
6213,0.9228371282654568,1.8102448959300055,9.520927622514217,0.0,0.0,0.0,523,42.894398423246045,47.62022080887942,9.942093541202674
6314,-2.443015842298386,3.6823572347041766,7.411551993853275,0.0,0.0,0.0,526,42.89438444783763,47.620190746604884,10.102449888641425
6414,-7.153967398249912,0.49197819052098746,10.325717617794199,0.0,0.0,0.0,549,42.89437056717168,47.62016070756214,10.262806236080179
6514,-0.34480812933500493,0.9312367717423444,6.088996898397644,0.0,0.0,0.0,552,42.89435679262909,47.62013076716789,10.42316258351893
6614,-2.9015261075713368,0.3545744760457705,11.331288422732632,0.0,0.0,0.0,534,42.89434313550377,47.62010100059117,10.583518930957684
6714,-2.0346964223201027,0.5589027590491349,8.575399134764886,0.0,0.0,0.0,542,42.89432960699333,47.62007148256462,10.743875278396436
6815,-0.7965011244950504,-0.8640346012210505,8.900122060845412,0.0,0.0,0.0,553,42.89431621818996,47.620042287196874,10.90423162583519
6915,-4.082532717219687,-0.8219168748646908,11.523507774674282,0.0,0.0,0.0,539,42.89430298007126,47.62001348778649,11.064587973273943
7015,-7.132979506959188,2.0053574687216535,10.791372768806303,0.0,0.0,0.0,559,42.89428990349133,47.619985156637924,11.224944320712694
7115,-0.11134543052523727,-8.34259097822511,8.781453458000765,0.0,0.0,0.0,549,42.89427699917177,47.61995736488,11.385300668151448
7216,-4.487237293692699,-6.159054663518463,8.092557065401762,0.0,0.0,0.0,525,42.894264277693,47.61993018228735,11.5456570155902
7316,-1.805353956136086,-11.110770279332096,12.199675400778201,0.0,0.0,0.0,562,42.89425174948548,47.619903677105206,11.706013363028953
7416,-0.9370687693460984,-7.053494873531013,6.743428739051563,0.0,0.0,0.0,543,42.89423942482122,47.61987791587808,11.866369710467705
7516,-0.8758596385181168,-9.944161087298939,12.471406480755983,0.0,0.0,0.0,547,42.89422731380536,47.619852963282696,12.02672605790646
7616,-4.45372907984006,-6.159254860260665,10.281498383185726,0.0,0.0,0.0,543,42.894215426367836,47.61982888196561,12.187082405345212
7717,-0.46247603498477297,-9.833698748584547,7.086725201072859,0.0,0.0,0.0,516,42.894203772255295,47.619805732385935,12.347438752783965
7817,-6.66610135116502,-13.338798544751414,11.46699324610453,0.0,0.0,0.0,555,42.894192361023066,47.619783572663515,12.507795100222717
7917,0.8047383617064452,-7.9323719490891405,6.581464580197899,0.0,0.0,0.0,558,42.89418120202734,47.61976245843307,12.66815144766147
8017,-4.079657111706501,-10.19304943092633,8.259408149768559,0.0,0.0,0.0,530,42.8941703044175,47.61974244270447,12.828507795100224
8118,-2.6050660704984794,-4.555689395462929,10.184695888850257,0.0,0.0,0.0,547,42.89415967712861,47.61972357572966,12.988864142538976
8218,-2.7051318783993294,-0.29822337491733997,8.445644301107933,0.0,0.0,0.0,541,42.89414932887411,47.61970590487648,13.14922048997773
8318,-3.3666591973759914,-11.957574403795748,10.386297518660925,0.0,0.0,0.0,557,42.89413926813862,47.61968947450979,13.30957683741648
8418,-3.951033879210398,-3.81096815768098,9.359248172766858,0.0,0.0,0.0,533,42.89412950317108,47.61967432588005,13.469933184855234
8518,-8.265379672943148,-12.978984149278046,9.549923240153019,0.0,0.0,0.0,521,42.894120041977864,47.619660497019744,13.630289532293986
8619,-0.901383514229702,-8.588606038146741,6.153051461715895,0.0,0.0,0.0,537,42.89411089231631,47.61964802264792,13.79064587973274
8719,-7.73295202660743,-3.068042885885509,9.421345591931363,0.0,0.0,0.0,552,42.89410206168834,47.61963693408304,13.951002227171493
8819,-4.593113169384538,-13.215846835162022,11.175369695144276,0.0,0.0,0.0,525,42.894093557334266,47.6196272591643,14.111358574610245
8919,-2.0290646697428176,-12.82360114740721,8.560607341988046,0.0,0.0,0.0,544,42.894085386226905,47.61961902218176,14.271714922048998
9020,-4.510632845199318,-3.7785320103562308,10.549126442920969,0.0,0.0,0.0,572,42.89407755506583,47.61961224381538,14.43207126948775
9120,-3.99482522749407,-9.51665744918479,11.52014296160121,0.0,0.0,0.0,533,42.8940700702719,47.61960694108309,14.592427616926505
9220,-7.70699193845509,-10.110429249753919,7.871564808176777,0.0,0.0,0.0,517,42.89406293798197,47.61960312729805,14.752783964365255
9320,-5.531442425987951,0.3477579190995286,11.92054772066569,0.0,0.0,0.0,540,42.894056164043896,47.61960081203523,14.91314031180401
9420,-9.891980062886798,-4.228703454875361,8.734880519368252,0.0,0.0,0.0,546,42.8940497540117,47.619600001107386,15.07349665924276
9521,-5.381770353887499,-3.0733790604290343,12.33278065573241,0.0,0.0,0.0,563,42.894043713141016,47.61960069655045,15.233853006681516
9621,-3.710040225689111,-22.023169930291274,10.237972219376752,0.0,0.0,0.0,544,42.894038046384836,47.619602896618424,15.394209354120267
9721,-2.908610944192721,-12.314840157520441,10.53299159774472,0.0,0.0,0.0,565,42.89403275838939,47.619606595787765,15.55456570155902
9821,-3.0988875010881176,-9.134473560253817,5.878467860492038,0.0,0.0,0.0,532,42.89402785349037,47.619611784771266,15.714922048997773
9922,-4.782702103867121,-8.497096875210795,9.724435424011455,0.0,0.0,0.0,526,42.89402333570935,47.61961845054134,15.875278396436526
10022,-3.977951204416723,-11.304385552890253,8.95322637658327,0.0,0.0,0.0,550,42.89401920875051,47.61962657636275,16.035634743875278
10122,-3.465561834031932,-10.089099559282332,9.580492162639429,0.0,0.0,0.0,534,42.89401547599758,47.61963614183462,16.19599109131403
10222,-7.913887056047205,-0.7006286667749961,9.070992238993147,0.0,0.0,0.0,546,42.89401214051108,47.61964712294167,16.356347438752785
10322,-7.5107060521267845,-2.2697034870287434,9.926209256342464,0.0,0.0,0.0,550,42.89400920502583,47.61965949211447,16.51670378619154
10423,1.0637008185049943,-7.833549413152237,6.237928409174149,0.0,0.0,0.0,549,42.89400667194865,47.61967321829871,16.677060133630288
10523,-6.077246611963233,-7.250440686175968,9.938722039050603,0.0,0.0,0.0,536,42.894004543356445,47.6196882670331,16.83741648106904
10623,-0.0574243210289076,-13.503955072352571,9.31055238676522,0.0,0.0,0.0,588,42.89400282099447,47.61970460053595,16.997772828507795
10723,-1.1431519901112894,-4.841409231137769,9.34888451651317,0.0,0.0,0.0,550,42.89400150627491,47.61972217779999,17.15812917594655
10824,-5.337416892064233,-8.625522118397221,7.956097022709324,0.0,0.0,0.0,573,42.89400060027571,47.61974095469535,17.318485523385302
10924,-2.0790116529726985,-13.320997891337782,9.906506058547894,0.0,0.0,0.0,521,42.894000103739714,47.61976088408033,17.478841870824052
11024,-7.208483459100308,-4.384163375883258,10.405378434260887,0.0,0.0,0.0,545,42.894000017074035,47.61978191591975,17.63919821826281
11124,-1.8223437696781892,-6.049581646330858,12.564538652191978,0.0,0.0,0.0,570,42.894000340349734,47.61980399741061,17.79955456570156
11224,-0.14660173464824355,-10.400107951237985,9.255961964997724,0.0,0.0,0.0,553,42.89400107330175,47.61982707311459,17.959910913140313
11325,-5.911491504560061,-9.334253067093176,8.513174953135733,0.0,0.0,0.0,520,42.89400221532913,47.619851085097324,18.120267260579066
11425,-4.26477700616891,-6.954588685400106,8.264537424902507,0.0,0.0,0.0,561,42.89400376549551,47.619875973073775,18.28062360801782
11525,-2.8012331395768673,-4.070032307947849,9.972681609860636,0.0,0.0,0.0,558,42.894005722529904,47.619901674559614,18.44097995545657
11625,-5.411174334922667,-7.596315941595547,11.756862258265855,0.0,0.0,0.0,537,42.8940080848277,47.61992812502811,18.601336302895323
11726,-0.7297814403577578,-6.789818104907122,11.926168993690899,0.0,0.0,0.0,545,42.89401085045205,47.61995525807212,18.761692650334076
11826,-7.393967356824996,-5.603166259672758,12.009655849160135,0.0,0.0,0.0,539,42.894014017135355,47.61998300557079,18.92204899777283
11926,-3.9117644566145415,-4.088756840142405,10.052095927791616,0.0,0.0,0.0,537,42.89401758228124,47.62001129786062,19.08240534521158
12026,-1.1055884760826364,-11.067158873369628,9.526836437010083,0.0,0.0,0.0,581,42.894021542966605,47.62004006391035,19.242761692650333
12126,-7.049640986825774,-2.665715962451452,7.685976167050579,0.0,0.0,0.0,561,42.89402589594403,47.62006923149928,19.403118040089087
12227,-0.607726671015338,1.2139037100088617,8.641028355352391,0.0,0.0,0.0,585,42.89403063764448,47.62009872739859,19.56347438752784
12327,-0.8955057523204117,-1.6639607939463321,9.05567360281047,0.0,0.0,0.0,540,42.89403576418016,47.620128477555205,19.72383073496659
12427,-3.6608463519419847,-3.6708358813801647,9.510487630968965,0.0,0.0,0.0,521,42.89404127134778,47.6201584072777,19.884187082405347
12527,-0.4799633731381512,-4.062024959097322,5.502344032468969,0.0,0.0,0.0,560,42.894047154631956,47.62018844142383,20.044543429844097
12628,-0.7735401082159241,-2.4651507114084743,7.393224011482021,0.0,0.0,0.0,528,42.894053409208915,47.62021850458918,20.20489977728285
12728,-0.05897373313221643,5.943184783789664,11.048550801220653,0.0,0.0,0.0,546,42.89406002995047,47.620248521296496,20.3652561247216
12828,-5.743108528717711,3.289021883160604,12.942014238738931,0.0,0.0,0.0,536,42.89406701142819,47.62027841618514,20.525612472160358
12928,-3.740930477997151,-3.1855900502565655,9.766683521178528,0.0,0.0,0.0,561,42.8940743479179,47.62030811420031,20.68596881959911
13028,1.1043399122570658,-1.408064897915227,8.918852344758958,0.0,0.0,0.0,532,42.89408203340433,47.620337540781506,20.84632516703786
13129,-6.958667539318881,2.8312271745149147,8.298413018921506,0.0,0.0,0.0,555,42.89409006158606,47.62036662204968,21.006681514476615
13229,-3.9310811726072483,3.9926806238780097,8.900192959964393,0.0,0.0,0.0,553,42.89409842588071,47.62039528499273,21.167037861915368
13329,-0.9626717968500305,3.587793173258937,10.77246955990819,0.0,0.0,0.0,556,42.894107119430295,47.62042345764883,21.32739420935412
13429,-0.05014484516876938,10.707026874715954,6.780467840323352,0.0,0.0,0.0,578,42.894116135106884,47.62045106928706,21.48775055679287
13530,4.002037821022903,11.4532649501283,11.431960103166947,0.0,0.0,0.0,567,42.89412546551842,47.620478050585,21.64810690423163
13630,-4.765289187733948,15.090901596643121,9.446163460435296,0.0,0.0,0.0,572,42.89413510301481,47.620504333802806,21.80846325167038
13730,7.901657337436845,8.800094591829037,10.831143382474213,0.0,0.0,0.0,555,42.89414503969416,47.62052985295322,21.968819599109132
13830,3.063487906625659,1.1192770689561966,6.673623944142188,0.0,0.0,0.0,518,42.89415526740928,47.62055454396729,22.129175946547885
13930,3.6766256279418323,10.11485177058239,12.463202341832472,0.0,0.0,0.0,512,42.89416577777436,47.62057834485518,22.28953229398664
14031,-0.1880238016631792,7.469274026131849,13.562054078273402,0.0,0.0,0.0,575,42.894176562171836,47.62060119586185,22.44988864142539
14131,2.5067558468447877,3.407998714145055,8.884795797993297,0.0,0.0,0.0,558,42.89418761175946,47.62062303961704,22.610244988864142
14231,-1.6376085140317043,4.256977371694353,10.132669293798033,0.0,0.0,0.0,539,42.89419891747756,47.62064382127931,22.770601336302896
14331,-1.0559803566700152,5.023912156288542,9.117074821816686,0.0,0.0,0.0,601,42.894210470056464,47.62066348867375,22.93095768374165
14432,-6.399984729765931,7.04226631385599,6.878487964745524,0.0,0.0,0.0,535,42.89422226002408,47.62068199242295,23.0913140311804
14532,3.198759185451812,0.7818893762545338,5.0856397771814095,0.0,0.0,0.0,567,42.89423427771368,47.62069928607099,23.251670378619153
14632,6.302318758379891,12.854967659728084,10.528076087823191,0.0,0.0,0.0,551,42.894246513271845,47.62071532620002,23.412026726057906
14732,0.7157860590407128,6.939452623980914,15.395610683521376,0.0,0.0,0.0,552,42.894258956666505,47.62073007253934,23.57238307349666
14832,5.805676185431011,7.283264737816033,8.801939637942963,0.0,0.0,0.0,566,42.89427159769519,47.620743488066445,23.73273942093541
14933,-4.206427684687346,11.620113410159604,11.57427007569057,0.0,0.0,0.0,554,42.89428442599337,47.62075553910001,23.893095768374167
15033,-0.4269705160602315,10.72428581600525,8.884176239499778,0.0,0.0,0.0,589,42.894297431043,47.62076619538444,23.953229398663698
15133,4.687640288295967,7.319237315527152,12.997048880805513,0.0,0.0,0.0,578,42.89431060218109,47.62077543016583,23.812917594654788
15233,0.9228907431073422,9.486080727539898,8.413814738525408,0.0,0.0,0.0,572,42.8943239286085,47.620783220259106,23.67260579064588
15334,0.8283596723436961,8.275473876486014,5.502396413002226,0.0,0.0,0.0,558,42.89433739939873,47.620789546106295,23.532293986636972
15434,0.464216950975757,14.144915535869544,7.953378733294798,0.0,0.0,0.0,544,42.89435100350694,47.620794391825584,23.391982182628063
15534,1.131007748875604,9.01869632646746,8.913210786637315,0.0,0.0,0.0,564,42.89436472977898,47.620797745251195,23.251670378619156
15634,2.504689287023324,17.251496760889026,9.27915686981887,0.0,0.0,0.0,560,42.894378566960526,47.620799597963945,23.111358574610247
15734,-0.857078304487275,14.038477076287073,8.322092241256989,0.0,0.0,0.0,549,42.89439250370633,47.62079994531236,22.971046770601337
15835,0.553101153882217,9.507025467260897,8.76707592858324,0.0,0.0,0.0,563,42.8944065285895,47.620798786424395,22.830734966592427
15935,5.919417681991048,11.067298631971727,11.16639617895013,0.0,0.0,0.0,540,42.89442063011088,47.62079612420957,22.69042316258352
16035,4.04376939664979,4.7011102284278925,10.457525984800009,0.0,0.0,0.0,573,42.89443479670849,47.6207919653517,22.55011135857461
16135,-0.5736362899747478,11.41790928227352,9.395680304003353,0.0,0.0,0.0,540,42.89444901676698,47.62078632029212,22.409799554565705
16236,2.6262858979546633,5.788931545621106,7.560130559693311,0.0,0.0,0.0,550,42.894463278627164,47.62077920320343,22.26948775055679
16336,1.5129118957044025,13.023923333384088,10.236013734888335,0.0,0.0,0.0,563,42.8944775705956,47.620770631953974,22.129175946547885
16436,2.6169359311446527,5.971096021268602,5.6404393649975,0.0,0.0,0.0,564,42.89449188095415,47.62076062806291,21.988864142538976
16536,6.553005767115419,11.980582763088357,10.436487902644235,0.0,0.0,0.0,571,42.894506197969584,47.620749216646246,21.84855233853007
16636,4.919604260036847,5.442160483791243,9.158200760736209,0.0,0.0,0.0,548,42.894520509903245,47.62073642635374,21.70824053452116
16737,3.438732879285543,5.1769028765937435,11.004312094691517,0.0,0.0,0.0,561,42.89453480502061,47.620722289296985,21.56792873051225
16837,-0.9945808369755955,3.685167302032749,10.588970430161945,0.0,0.0,0.0,544,42.89454907160097,47.620706840968815,21.42761692650334
16937,3.7211489957386465,9.479534132453763,13.463519381025375,0.0,0.0,0.0,553,42.894563297946995,47.620690120154144,21.287305122494434
17037,2.5788287135349526,12.169609491723868,6.677307685846103,0.0,0.0,0.0,560,42.894577472394346,47.62067216883263,21.146993318485528
17138,3.477868871510046,1.1935575162619054,11.297645592289413,0.0,0.0,0.0,548,42.89459158332126,47.62065303207327,21.006681514476615
17238,0.5472567739942034,8.575130898609807,9.674489794434873,0.0,0.0,0.0,540,42.894605619158014,47.62063275792126,20.86636971046771
17338,5.4052927854286175,3.1383182570583035,9.961292479230382,0.0,0.0,0.0,551,42.894619568396486,47.62061139727734,20.7260579064588
17438,4.794126939121358,4.141903417347015,9.175726534116771,0.0,0.0,0.0,549,42.89463341959955,47.62058900377002,20.58574610244989
17538,2.6676990111251064,9.84918139039762,12.432299481634422,0.0,0.0,0.0,576,42.89464716141045,47.62056563362096,20.44543429844098
17639,4.01453120589286,4.076969239929435,9.589306806367427,0.0,0.0,0.0,534,42.89466078256212,47.6205413455038,20.305122494432073
17739,6.080170919782038,7.02678251733685,9.586965078540837,0.0,0.0,0.0,553,42.894674271886444,47.62051620039683,20.164810690423167
17839,5.80353354855623,5.251657890126081,11.744685420794104,0.0,0.0,0.0,548,42.894687618323374,47.62049026142993,20.024498886414253
17939,4.0068585033959545,-4.428868667754239,10.77602768013249,0.0,0.0,0.0,560,42.894700810930026,47.62046359372606,19.884187082405344
18040,5.778298593864387,5.658456280705255,11.898087456334316,0.0,0.0,0.0,554,42.89471383888963,47.62043626423776,19.743875278396438
18140,8.534196132219249,5.07664444430192,7.125163460198801,0.0,0.0,0.0,546,42.89472669152043,47.620408341579086,19.60356347438753
18240,7.872252376452591,2.091289893468028,7.777364559602746,0.0,0.0,0.0,568,42.894739358284426,47.62037989585328,19.463251670378618
18340,7.949064675689206,7.613324827219004,11.248933772682037,0.0,0.0,0.0,563,42.89475182879598,47.62035099847685,19.322939866369712
18440,3.3155393371356388,0.06378294869382994,9.33747744264537,0.0,0.0,0.0,567,42.89476409283041,47.6203217220002,19.182628062360802
18541,3.906875715155495,2.5142696832730556,10.537172864141299,0.0,0.0,0.0,554,42.894776140332276,47.62029213992552,19.042316258351896
18641,5.108649525878608,-5.423575892421417,6.83453660160931,0.0,0.0,0.0,522,42.894787961423724,47.62026232652223,18.902004454342983
18741,0.9118267869105225,7.9014266735064735,10.38300256917447,0.0,0.0,0.0,533,42.8947995464125,47.620232356640564,18.761692650334076
18841,2.9683902689584927,-1.7310852103098116,8.53294648629821,0.0,0.0,0.0,553,42.89481088579995,47.62020230552357,18.62138084632517
18942,7.4809131653266405,-1.8393301414685004,8.268416886554608,0.0,0.0,0.0,563,42.894821970288795,47.620172248618275,18.48106904231626
19042,0.4025622844931682,1.2563670807547576,8.180509200255003,0.0,0.0,0.0,579,42.89483279079073,47.620142261386235,18.34075723830735
19142,4.676262717228782,-1.7801497684853627,9.330093088856282,0.0,0.0,0.0,532,42.89484333843393,47.62011241911408,18.20044543429844
19242,5.514107015379209,1.463869802549003,11.361137393297655,0.0,0.0,0.0,513,42.89485360457025,47.62008279672449,18.060133630289535
19342,4.451656782025871,2.182187590198932,8.52899094685752,0.0,0.0,0.0,571,42.894863580782385,47.62005346858812,17.91982182628062
19443,2.1645003149492634,-8.305536214998744,11.84096983260351,0.0,0.0,0.0,551,42.89487325889072,47.620024508336854,17.779510022271715
19543,3.458029184909173,-5.608990996877543,9.05960024872635,0.0,0.0,0.0,579,42.89488263096008,47.61999598867896,17.63919821826281
19643,6.6929987820834365,1.067865613348968,10.549176693835708,0.0,0.0,0.0,555,42.894891689306206,47.61996798121655,17.4988864142539
19743,5.718280685576131,-1.4816527599115052,10.145532061379576,0.0,0.0,0.0,562,42.89490042650206,47.61994055626578,17.358574610244986
19844,2.3052142995990965,-3.7929187910774504,9.25463468361216,0.0,0.0,0.0,576,42.894908835383916,47.61991378268037,17.21826280623608
19944,4.435537389719885,-2.2461486480709567,8.314371459371268,0.0,0.0,0.0,532,42.89491690905725,47.619887727678694,17.077951002227174
20044,0.10793459453494059,-8.477504721197379,13.134968981230305,0.0,0.0,0.0,569,42.89492464090236,47.61986245667504,16.937639198218267
20144,1.8228312309860168,-4.522019020783301,6.432375631030089,0.0,0.0,0.0,562,42.89493202457984,47.61983803311535,16.797327394209354
20244,5.2297487359689985,-5.3962002295519635,5.548032506535127,0.0,0.0,0.0,542,42.89493905403571,47.61981451831797,16.657015590200444
20345,-1.2366771326742825,-2.3420586878628997,8.980287861376768,0.0,0.0,0.0,544,42.89494572350646,47.619791971319714,16.51670378619154
20445,5.148038167657662,-4.526029145481724,9.78995016845239,0.0,0.0,0.0,534,42.894952027523715,47.61977044872756,16.376391982182632
20545,3.0678688266328287,-17.466277490849563,11.784919148096195,0.0,0.0,0.0,536,42.894957960918745,47.61975000457663,16.23608017817372
20645,3.9689075220753374,-6.82738303143589,5.886979690981768,0.0,0.0,0.0,552,42.89496351882669,47.61973069019448,16.095768374164813
20746,0.523861544389491,-7.11877321014027,6.827310783653119,0.0,0.0,0.0,544,42.89496869669057,47.61971255407223,15.955456570155905
20846,7.043555641727444,-10.159605450226337,8.906595612779597,0.0,0.0,0.0,508,42.894973490264995,47.61969564174285,15.815144766146997
